Date,Location,Rainfall,Cloud3pm,Temp3pm
2012-01-15,NorfolkIsland,0.0,8.0,22.0
2012-01-16,NorfolkIsland,23.4,8.0,21.4
2012-01-17,NorfolkIsland,2.0,8.0,21.5
2012-01-18,NorfolkIsland,1.2,7.0,23.2
2012-01-19,NorfolkIsland,0.0,6.0,23.4
2012-01-20,NorfolkIsland,0.0,4.0,23.8
2012-01-21,NorfolkIsland,0.0,6.0,23.9
2012-01-22,NorfolkIsland,0.0,4.0,24.6
2012-01-23,NorfolkIsland,0.0,5.0,23.5
2012-01-24,NorfolkIsland,2.4,4.0,22.3
2012-01-25,NorfolkIsland,0.0,6.0,22.9
2012-01-26,NorfolkIsland,0.2,8.0,22.1
2012-01-27,NorfolkIsland,1.2,3.0,24.2
2012-01-28,NorfolkIsland,1.6,7.0,19.7
2012-01-29,NorfolkIsland,2.0,3.0,22.7
2012-01-30,NorfolkIsland,0.0,6.0,22.8
2012-01-31,NorfolkIsland,0.0,1.0,24.2
2012-02-01,NorfolkIsland,0.0,4.0,23.8
2012-02-02,NorfolkIsland,0.0,1.0,24.2
2012-02-03,NorfolkIsland,0.2,7.0,22.0
2012-02-04,NorfolkIsland,30.8,8.0,23.1
2012-02-05,NorfolkIsland,2.0,8.0,23.2
2012-02-06,NorfolkIsland,32.8,8.0,21.8
2012-02-07,NorfolkIsland,66.2,7.0,22.7
2012-02-08,NorfolkIsland,1.6,6.0,23.2
2012-02-09,NorfolkIsland,0.0,4.0,24.1
2012-02-10,NorfolkIsland,0.0,6.0,24.2
2012-02-11,NorfolkIsland,0.0,3.0,23.9
2012-02-12,NorfolkIsland,0.0,3.0,23.9
2012-02-13,NorfolkIsland,0.0,5.0,23.8
2012-02-14,NorfolkIsland,0.0,5.0,24.8
2012-02-15,NorfolkIsland,0.0,7.0,23.9
2012-02-16,NorfolkIsland,0.0,7.0,23.3
2012-02-17,NorfolkIsland,0.0,6.0,24.5
2012-02-18,NorfolkIsland,8.0,7.0,24.2
2012-02-19,NorfolkIsland,1.2,4.0,24.2
2012-02-20,NorfolkIsland,0.0,7.0,24.6
2012-02-21,NorfolkIsland,0.2,2.0,25.3
2012-02-22,NorfolkIsland,0.0,7.0,26.1
2012-02-23,NorfolkIsland,4.6,7.0,24.1
2012-02-24,NorfolkIsland,3.0,6.0,24.4
2012-02-25,NorfolkIsland,0.0,2.0,23.8
2012-02-26,NorfolkIsland,0.0,2.0,23.5
2012-02-27,NorfolkIsland,0.0,2.0,23.6
2012-02-28,NorfolkIsland,0.0,2.0,23.0
2012-02-29,NorfolkIsland,0.0,6.0,23.9
2012-03-01,NorfolkIsland,0.0,6.0,24.3
2012-03-02,NorfolkIsland,0.0,6.0,25.7
2012-03-03,NorfolkIsland,2.2,7.0,21.8
2012-03-04,NorfolkIsland,1.0,4.0,21.6
2012-03-05,NorfolkIsland,0.0,4.0,22.8
2012-03-06,NorfolkIsland,0.8,4.0,23.9
2012-03-07,NorfolkIsland,0.2,2.0,22.4
2012-03-08,NorfolkIsland,0.0,3.0,23.3
2012-03-09,NorfolkIsland,0.2,7.0,24.3
2012-03-10,NorfolkIsland,0.0,6.0,24.1
2012-03-11,NorfolkIsland,10.2,4.0,24.6
2012-03-12,NorfolkIsland,0.0,7.0,22.0
2012-03-13,NorfolkIsland,0.0,7.0,21.2
2012-03-14,NorfolkIsland,0.4,7.0,22.1
2012-03-15,NorfolkIsland,0.6,7.0,22.4
2012-03-16,NorfolkIsland,2.8,6.0,23.3
2012-03-17,NorfolkIsland,1.4,7.0,23.6
2012-03-18,NorfolkIsland,5.4,7.0,23.0
2012-03-19,NorfolkIsland,1.8,7.0,22.7
2012-03-20,NorfolkIsland,1.0,7.0,21.1
2012-03-21,NorfolkIsland,0.0,6.0,22.3
2012-03-22,NorfolkIsland,0.8,1.0,25.1
2012-03-23,NorfolkIsland,0.0,7.0,24.0
2012-03-24,NorfolkIsland,21.4,6.0,25.0
2012-03-25,NorfolkIsland,0.6,6.0,22.3
2012-03-26,NorfolkIsland,0.0,3.0,21.1
2012-03-27,NorfolkIsland,0.0,1.0,22.1
2012-03-28,NorfolkIsland,0.4,7.0,20.7
2012-03-29,NorfolkIsland,7.0,8.0,19.9
2012-03-30,NorfolkIsland,4.6,7.0,22.8
2012-03-31,NorfolkIsland,0.2,7.0,22.0
2012-04-01,NorfolkIsland,3.0,7.0,21.8
2012-04-02,NorfolkIsland,27.0,7.0,22.2
2012-04-03,NorfolkIsland,0.2,7.0,22.0
2012-04-04,NorfolkIsland,10.0,5.0,22.2
2012-04-05,NorfolkIsland,2.4,4.0,22.7
2012-04-06,NorfolkIsland,13.4,7.0,21.4
2012-04-07,NorfolkIsland,3.8,7.0,21.4
2012-04-08,NorfolkIsland,0.8,3.0,21.6
2012-04-09,NorfolkIsland,0.0,5.0,21.6
2012-04-10,NorfolkIsland,0.0,7.0,22.2
2012-04-11,NorfolkIsland,8.4,3.0,22.0
2012-04-12,NorfolkIsland,1.0,6.0,20.0
2012-04-13,NorfolkIsland,1.0,6.0,20.8
2012-04-14,NorfolkIsland,0.0,3.0,21.1
2012-04-15,NorfolkIsland,1.0,2.0,20.9
2012-04-16,NorfolkIsland,0.4,2.0,21.6
2012-04-17,NorfolkIsland,6.8,6.0,20.8
2012-04-18,NorfolkIsland,0.0,5.0,21.7
2012-04-19,NorfolkIsland,0.0,3.0,21.7
2012-04-20,NorfolkIsland,1.0,7.0,21.3
2012-04-21,NorfolkIsland,2.6,5.0,21.1
2012-04-22,NorfolkIsland,2.4,3.0,21.9
2012-04-23,NorfolkIsland,1.6,1.0,21.8
2012-04-24,NorfolkIsland,1.2,6.0,22.2
2012-04-25,NorfolkIsland,0.4,8.0,20.6
2012-04-26,NorfolkIsland,0.6,7.0,22.7
2012-04-27,NorfolkIsland,14.4,7.0,22.0
2012-04-28,NorfolkIsland,0.0,5.0,21.1
2012-04-29,NorfolkIsland,0.4,7.0,21.1
2012-04-30,NorfolkIsland,1.2,8.0,17.9
2012-05-01,NorfolkIsland,40.8,6.0,19.2
2012-05-02,NorfolkIsland,0.0,6.0,19.0
2012-05-03,NorfolkIsland,0.0,6.0,19.1
2012-05-04,NorfolkIsland,2.4,7.0,19.7
2012-05-05,NorfolkIsland,2.0,7.0,21.1
2012-05-06,NorfolkIsland,0.0,8.0,19.1
2012-05-07,NorfolkIsland,57.6,4.0,22.0
2012-05-08,NorfolkIsland,2.8,2.0,21.0
2012-05-09,NorfolkIsland,0.0,2.0,20.9
2012-05-10,NorfolkIsland,9.8,3.0,19.7
2012-05-11,NorfolkIsland,0.0,2.0,20.3
2012-05-12,NorfolkIsland,2.4,3.0,20.3
2012-05-13,NorfolkIsland,0.0,1.0,20.4
2012-05-14,NorfolkIsland,2.4,3.0,20.8
2012-05-15,NorfolkIsland,3.0,2.0,19.6
2012-05-16,NorfolkIsland,2.4,4.0,20.2
2012-05-17,NorfolkIsland,0.0,6.0,18.0
2012-05-18,NorfolkIsland,3.0,2.0,17.8
2012-05-19,NorfolkIsland,1.8,4.0,17.5
2012-05-20,NorfolkIsland,0.8,3.0,19.0
2012-05-21,NorfolkIsland,0.0,6.0,15.4
2012-05-22,NorfolkIsland,2.2,3.0,19.4
2012-05-23,NorfolkIsland,0.0,3.0,19.2
2012-05-24,NorfolkIsland,3.0,1.0,18.7
2012-05-25,NorfolkIsland,0.2,5.0,18.6
2012-05-26,NorfolkIsland,0.0,7.0,18.6
2012-05-27,NorfolkIsland,0.4,8.0,20.0
2012-05-28,NorfolkIsland,6.2,7.0,19.8
2012-05-29,NorfolkIsland,7.8,1.0,18.3
2012-05-30,NorfolkIsland,0.0,3.0,16.9
2012-05-31,NorfolkIsland,0.6,6.0,17.8
2012-06-01,NorfolkIsland,0.2,3.0,18.4
2012-06-02,NorfolkIsland,0.0,5.0,18.1
2012-06-03,NorfolkIsland,0.0,2.0,19.4
2012-06-04,NorfolkIsland,0.0,8.0,19.1
2012-06-05,NorfolkIsland,24.0,0.0,21.4
2012-06-06,NorfolkIsland,4.2,5.0,18.3
2012-06-07,NorfolkIsland,8.4,6.0,16.6
2012-06-08,NorfolkIsland,1.4,4.0,17.0
2012-06-09,NorfolkIsland,1.6,1.0,18.3
2012-06-10,NorfolkIsland,0.4,1.0,18.0
2012-06-11,NorfolkIsland,0.0,8.0,17.1
2012-06-12,NorfolkIsland,27.6,7.0,17.2
2012-06-13,NorfolkIsland,20.6,8.0,18.9
2012-06-14,NorfolkIsland,29.2,8.0,16.8
2012-06-15,NorfolkIsland,27.4,1.0,17.6
2012-06-16,NorfolkIsland,0.0,1.0,18.0
2012-06-17,NorfolkIsland,0.0,7.0,17.8
2012-06-18,NorfolkIsland,1.0,1.0,19.8
2012-06-19,NorfolkIsland,0.4,1.0,18.7
2012-06-20,NorfolkIsland,0.0,7.0,16.0
2012-06-21,NorfolkIsland,2.0,4.0,18.8
2012-06-22,NorfolkIsland,0.0,1.0,18.0
2012-06-23,NorfolkIsland,0.0,7.0,18.2
2012-06-24,NorfolkIsland,0.2,7.0,18.5
2012-06-25,NorfolkIsland,2.8,3.0,17.7
2012-06-26,NorfolkIsland,0.0,3.0,17.8
2012-06-27,NorfolkIsland,0.6,2.0,16.9
2012-06-28,NorfolkIsland,0.0,8.0,16.3
2012-06-29,NorfolkIsland,2.4,8.0,16.7
2012-06-30,NorfolkIsland,36.0,6.0,18.6
2012-07-01,NorfolkIsland,2.0,7.0,17.5
2012-07-02,NorfolkIsland,0.4,5.0,18.2
2012-07-03,NorfolkIsland,2.8,6.0,17.7
2012-07-04,NorfolkIsland,0.2,2.0,18.8
2012-07-05,NorfolkIsland,1.4,3.0,18.3
2012-07-06,NorfolkIsland,0.2,2.0,17.2
2012-07-07,NorfolkIsland,4.6,1.0,16.1
2012-07-08,NorfolkIsland,0.4,3.0,16.7
2012-07-09,NorfolkIsland,0.0,1.0,16.6
2012-07-10,NorfolkIsland,0.0,1.0,16.7
2012-07-11,NorfolkIsland,0.0,7.0,16.7
2012-07-12,NorfolkIsland,0.0,7.0,15.9
2012-07-13,NorfolkIsland,4.8,5.0,18.9
2012-07-14,NorfolkIsland,0.2,7.0,18.1
2012-07-15,NorfolkIsland,1.2,8.0,18.1
2012-07-16,NorfolkIsland,8.0,7.0,16.0
2012-07-17,NorfolkIsland,0.2,1.0,16.8
2012-07-18,NorfolkIsland,0.4,7.0,16.0
2012-07-19,NorfolkIsland,13.4,4.0,17.8
2012-07-20,NorfolkIsland,29.4,7.0,17.3
2012-07-21,NorfolkIsland,27.0,7.0,18.8
2012-07-22,NorfolkIsland,26.8,4.0,19.0
2012-07-23,NorfolkIsland,1.2,7.0,17.7
2012-07-24,NorfolkIsland,1.0,4.0,18.2
2012-07-25,NorfolkIsland,1.6,4.0,16.3
2012-07-26,NorfolkIsland,1.2,6.0,16.7
2012-07-27,NorfolkIsland,0.0,7.0,15.9
2012-07-28,NorfolkIsland,0.0,8.0,16.7
2012-07-29,NorfolkIsland,11.0,4.0,18.0
2012-07-30,NorfolkIsland,2.0,2.0,17.4
2012-07-31,NorfolkIsland,2.4,6.0,16.1
2012-08-01,NorfolkIsland,0.8,4.0,17.2
2012-08-02,NorfolkIsland,0.2,2.0,16.7
2012-08-03,NorfolkIsland,0.6,2.0,17.5
2012-08-04,NorfolkIsland,0.0,5.0,17.5
2012-08-05,NorfolkIsland,0.0,3.0,17.6
2012-08-06,NorfolkIsland,5.0,1.0,18.4
2012-08-07,NorfolkIsland,7.2,1.0,17.2
2012-08-08,NorfolkIsland,0.8,2.0,17.7
2012-08-09,NorfolkIsland,2.4,7.0,16.4
2012-08-10,NorfolkIsland,0.0,6.0,18.5
2012-08-11,NorfolkIsland,1.6,4.0,18.1
2012-08-12,NorfolkIsland,3.4,3.0,18.7
2012-08-13,NorfolkIsland,0.0,7.0,16.4
2012-08-14,NorfolkIsland,0.8,1.0,17.3
2012-08-15,NorfolkIsland,1.0,3.0,17.2
2012-08-16,NorfolkIsland,0.0,4.0,17.5
2012-08-17,NorfolkIsland,8.2,2.0,18.8
2012-08-18,NorfolkIsland,0.0,1.0,19.0
2012-08-19,NorfolkIsland,0.0,5.0,19.5
2012-08-20,NorfolkIsland,0.0,8.0,17.3
2012-08-21,NorfolkIsland,0.8,2.0,17.9
2012-08-22,NorfolkIsland,0.0,2.0,16.9
2012-08-23,NorfolkIsland,1.4,2.0,17.1
2012-08-24,NorfolkIsland,0.0,7.0,17.4
2012-08-25,NorfolkIsland,0.0,3.0,17.6
2012-08-26,NorfolkIsland,0.0,6.0,16.8
2012-08-27,NorfolkIsland,12.8,7.0,17.5
2012-08-28,NorfolkIsland,48.8,8.0,16.3
2012-08-29,NorfolkIsland,2.8,2.0,16.5
2012-08-30,NorfolkIsland,0.0,3.0,17.1
2012-08-31,NorfolkIsland,0.4,1.0,18.1
2012-09-01,NorfolkIsland,0.0,7.0,16.7
2012-09-02,NorfolkIsland,9.4,6.0,18.1
2012-09-03,NorfolkIsland,10.2,3.0,17.1
2012-09-04,NorfolkIsland,0.2,2.0,16.7
2012-09-05,NorfolkIsland,0.2,3.0,17.0
2012-09-06,NorfolkIsland,0.0,3.0,17.4
2012-09-07,NorfolkIsland,0.0,7.0,17.8
2012-09-08,NorfolkIsland,0.0,7.0,18.8
2012-09-09,NorfolkIsland,6.0,2.0,18.7
2012-09-10,NorfolkIsland,0.0,1.0,18.1
2012-09-11,NorfolkIsland,0.0,8.0,16.9
2012-09-12,NorfolkIsland,0.0,7.0,15.9
2012-09-13,NorfolkIsland,0.0,4.0,16.1
2012-09-14,NorfolkIsland,0.0,1.0,18.4
2012-09-15,NorfolkIsland,11.4,1.0,18.1
2012-09-16,NorfolkIsland,0.2,1.0,18.1
2012-09-17,NorfolkIsland,0.0,7.0,15.6
2012-09-18,NorfolkIsland,0.8,8.0,15.5
2012-09-19,NorfolkIsland,0.4,4.0,16.9
2012-09-20,NorfolkIsland,1.0,4.0,17.3
2012-09-21,NorfolkIsland,0.0,3.0,19.0
2012-09-22,NorfolkIsland,0.0,8.0,15.8
2012-09-23,NorfolkIsland,2.2,6.0,19.2
2012-09-24,NorfolkIsland,2.4,6.0,18.1
2012-09-25,NorfolkIsland,3.0,7.0,18.4
2012-09-26,NorfolkIsland,0.4,7.0,17.6
2012-09-27,NorfolkIsland,0.8,7.0,16.7
2012-09-28,NorfolkIsland,17.8,7.0,17.2
2012-09-29,NorfolkIsland,0.6,2.0,17.9
2012-09-30,NorfolkIsland,0.0,6.0,18.3
2012-10-01,NorfolkIsland,1.2,7.0,17.8
2012-10-02,NorfolkIsland,2.6,5.0,15.2
2012-10-03,NorfolkIsland,1.4,5.0,18.0
2012-10-04,NorfolkIsland,0.0,5.0,18.4
2012-10-05,NorfolkIsland,0.0,1.0,18.9
2012-10-06,NorfolkIsland,0.0,5.0,18.9
2012-10-07,NorfolkIsland,0.0,1.0,19.8
2012-10-08,NorfolkIsland,0.0,5.0,20.3
2012-10-09,NorfolkIsland,1.2,7.0,20.4
2012-10-10,NorfolkIsland,0.0,2.0,21.0
2012-10-11,NorfolkIsland,0.0,2.0,18.7
2012-10-12,NorfolkIsland,0.0,7.0,19.6
2012-10-13,NorfolkIsland,23.6,1.0,19.9
2012-10-14,NorfolkIsland,0.0,3.0,18.9
2012-10-15,NorfolkIsland,0.4,6.0,17.1
2012-10-16,NorfolkIsland,0.0,4.0,17.1
2012-10-17,NorfolkIsland,0.0,2.0,17.2
2012-10-18,NorfolkIsland,0.0,0.0,19.4
2012-10-19,NorfolkIsland,0.0,3.0,18.1
2012-10-20,NorfolkIsland,0.0,5.0,18.5
2012-10-21,NorfolkIsland,0.0,1.0,20.6
2012-10-22,NorfolkIsland,0.0,1.0,20.7
2012-10-23,NorfolkIsland,0.0,6.0,20.9
2012-10-24,NorfolkIsland,45.0,6.0,21.4
2012-10-25,NorfolkIsland,18.6,8.0,17.2
2012-10-26,NorfolkIsland,0.0,5.0,18.1
2012-10-27,NorfolkIsland,0.0,3.0,19.8
2012-10-28,NorfolkIsland,0.0,7.0,17.8
2012-10-29,NorfolkIsland,0.0,3.0,18.1
2012-10-30,NorfolkIsland,1.4,7.0,17.4
2012-10-31,NorfolkIsland,0.0,3.0,18.7
2012-11-01,NorfolkIsland,0.0,4.0,19.1
2012-11-02,NorfolkIsland,3.6,4.0,20.9
2012-11-03,NorfolkIsland,3.6,7.0,19.4
2012-11-04,NorfolkIsland,0.0,5.0,18.6
2012-11-05,NorfolkIsland,0.0,8.0,17.9
2012-11-06,NorfolkIsland,0.6,6.0,16.5
2012-11-07,NorfolkIsland,1.2,3.0,18.0
2012-11-08,NorfolkIsland,7.0,2.0,18.6
2012-11-09,NorfolkIsland,0.2,2.0,18.8
2012-11-10,NorfolkIsland,0.0,1.0,19.2
2012-11-11,NorfolkIsland,0.0,8.0,18.9
2012-11-12,NorfolkIsland,7.0,5.0,19.3
2012-11-13,NorfolkIsland,0.2,3.0,18.8
2012-11-14,NorfolkIsland,0.0,4.0,19.2
2012-11-15,NorfolkIsland,0.0,1.0,20.4
2012-11-16,NorfolkIsland,0.0,6.0,21.2
2012-11-17,NorfolkIsland,0.0,1.0,22.4
2012-11-18,NorfolkIsland,0.2,3.0,21.4
2012-11-19,NorfolkIsland,7.0,7.0,21.0
2012-11-20,NorfolkIsland,62.2,4.0,23.0
2012-11-21,NorfolkIsland,0.4,7.0,21.4
2012-11-22,NorfolkIsland,1.0,7.0,19.5
2012-11-23,NorfolkIsland,0.2,5.0,19.9
2012-11-24,NorfolkIsland,0.0,3.0,20.6
2012-11-25,NorfolkIsland,0.0,7.0,19.8
2012-11-26,NorfolkIsland,0.0,2.0,20.2
2012-11-27,NorfolkIsland,0.0,6.0,20.8
2012-11-28,NorfolkIsland,0.0,1.0,21.2
2012-11-29,NorfolkIsland,0.0,7.0,20.9
2012-11-30,NorfolkIsland,0.0,4.0,21.9
2013-01-01,NorfolkIsland,0.0,7.0,22.3
2013-01-02,NorfolkIsland,0.0,2.0,23.9
2013-01-03,NorfolkIsland,0.0,3.0,24.3
2013-01-04,NorfolkIsland,4.0,6.0,20.8
2013-01-05,NorfolkIsland,0.0,3.0,22.1
2013-01-06,NorfolkIsland,0.0,7.0,21.4
2013-01-07,NorfolkIsland,0.0,7.0,22.1
2013-01-08,NorfolkIsland,0.0,5.0,22.7
2013-01-09,NorfolkIsland,0.0,6.0,23.7
2013-01-10,NorfolkIsland,0.0,1.0,24.7
2013-01-11,NorfolkIsland,0.0,4.0,23.4
2013-01-12,NorfolkIsland,0.0,1.0,23.2
2013-01-13,NorfolkIsland,0.0,1.0,24.0
2013-01-14,NorfolkIsland,0.0,7.0,24.7
2013-01-15,NorfolkIsland,1.2,5.0,23.3
2013-01-16,NorfolkIsland,0.0,1.0,22.3
2013-01-17,NorfolkIsland,0.0,1.0,22.6
2013-01-18,NorfolkIsland,0.0,2.0,23.1
2013-01-19,NorfolkIsland,0.0,3.0,23.9
2013-01-20,NorfolkIsland,0.0,1.0,23.6
2013-01-21,NorfolkIsland,0.0,7.0,23.4
2013-01-22,NorfolkIsland,2.0,7.0,23.7
2013-01-23,NorfolkIsland,1.4,6.0,24.8
2013-01-24,NorfolkIsland,0.0,6.0,24.4
2013-01-25,NorfolkIsland,0.0,7.0,24.2
2013-01-26,NorfolkIsland,1.0,3.0,24.4
2013-01-27,NorfolkIsland,0.4,5.0,24.0
2013-01-28,NorfolkIsland,3.4,6.0,23.0
2013-01-29,NorfolkIsland,0.0,7.0,23.2
2013-01-30,NorfolkIsland,0.6,5.0,24.6
2013-01-31,NorfolkIsland,0.0,3.0,23.9
2013-03-01,NorfolkIsland,0.0,5.0,22.8
2013-03-02,NorfolkIsland,0.0,2.0,23.9
2013-03-03,NorfolkIsland,0.0,7.0,21.8
2013-03-04,NorfolkIsland,0.0,7.0,22.8
2013-03-05,NorfolkIsland,0.6,3.0,23.1
2013-03-06,NorfolkIsland,0.8,3.0,23.4
2013-03-07,NorfolkIsland,0.0,3.0,23.7
2013-03-08,NorfolkIsland,1.0,6.0,22.7
2013-03-09,NorfolkIsland,0.0,4.0,23.0
2013-03-10,NorfolkIsland,0.0,3.0,23.1
2013-03-11,NorfolkIsland,0.0,7.0,23.4
2013-03-12,NorfolkIsland,0.8,7.0,22.4
2013-03-13,NorfolkIsland,1.6,7.0,23.3
2013-03-14,NorfolkIsland,2.2,8.0,22.7
2013-03-15,NorfolkIsland,0.8,7.0,24.0
2013-03-16,NorfolkIsland,1.0,2.0,24.7
2013-03-17,NorfolkIsland,0.0,7.0,24.0
2013-03-18,NorfolkIsland,0.0,2.0,24.9
2013-03-19,NorfolkIsland,0.0,4.0,23.3
2013-03-20,NorfolkIsland,0.0,7.0,21.3
2013-03-21,NorfolkIsland,0.0,6.0,22.1
2013-03-22,NorfolkIsland,0.0,1.0,23.8
2013-03-23,NorfolkIsland,12.4,6.0,23.3
2013-03-24,NorfolkIsland,1.4,5.0,23.7
2013-03-25,NorfolkIsland,0.0,6.0,22.7
2013-03-26,NorfolkIsland,1.0,6.0,23.5
2013-03-27,NorfolkIsland,0.8,4.0,22.8
2013-03-28,NorfolkIsland,2.6,7.0,21.7
2013-03-29,NorfolkIsland,5.0,5.0,23.0
2013-03-30,NorfolkIsland,11.4,5.0,22.5
2013-03-31,NorfolkIsland,2.4,5.0,22.0
2013-04-02,NorfolkIsland,0.0,4.0,24.0
2013-04-03,NorfolkIsland,3.4,7.0,20.8
2013-04-04,NorfolkIsland,6.4,3.0,22.6
2013-04-05,NorfolkIsland,4.0,6.0,21.6
2013-04-06,NorfolkIsland,0.6,5.0,20.6
2013-04-07,NorfolkIsland,0.8,7.0,20.4
2013-04-08,NorfolkIsland,0.0,6.0,21.2
2013-04-09,NorfolkIsland,0.0,3.0,20.7
2013-04-10,NorfolkIsland,0.0,2.0,21.6
2013-04-11,NorfolkIsland,16.6,7.0,20.0
2013-04-12,NorfolkIsland,0.0,5.0,22.7
2013-04-13,NorfolkIsland,0.8,8.0,20.3
2013-04-14,NorfolkIsland,51.0,8.0,22.7
2013-04-15,NorfolkIsland,36.0,7.0,22.0
2013-04-16,NorfolkIsland,0.8,4.0,22.6
2013-04-17,NorfolkIsland,0.0,7.0,21.5
2013-04-18,NorfolkIsland,0.0,5.0,23.2
2013-04-19,NorfolkIsland,0.0,2.0,22.8
2013-04-20,NorfolkIsland,0.0,3.0,22.6
2013-04-21,NorfolkIsland,0.0,6.0,21.4
2013-04-22,NorfolkIsland,1.4,3.0,21.9
2013-04-23,NorfolkIsland,0.0,1.0,22.5
2013-04-24,NorfolkIsland,0.0,4.0,21.8
2013-04-25,NorfolkIsland,0.0,4.0,22.3
2013-04-26,NorfolkIsland,0.0,3.0,20.8
2013-04-27,NorfolkIsland,0.0,3.0,21.5
2013-04-28,NorfolkIsland,0.0,5.0,21.0
2013-04-29,NorfolkIsland,0.0,4.0,21.3
2013-04-30,NorfolkIsland,0.0,5.0,20.9
2013-05-01,NorfolkIsland,0.0,1.0,21.0
2013-05-02,NorfolkIsland,0.0,1.0,20.8
2013-05-03,NorfolkIsland,0.0,5.0,19.8
2013-05-04,NorfolkIsland,2.4,4.0,19.8
2013-05-05,NorfolkIsland,0.2,4.0,20.0
2013-05-06,NorfolkIsland,0.2,5.0,19.1
2013-05-07,NorfolkIsland,0.2,5.0,18.6
2013-05-08,NorfolkIsland,0.2,3.0,19.9
2013-05-09,NorfolkIsland,0.8,2.0,20.0
2013-05-10,NorfolkIsland,0.0,7.0,20.3
2013-05-11,NorfolkIsland,6.0,3.0,19.4
2013-05-12,NorfolkIsland,0.0,7.0,18.0
2013-05-13,NorfolkIsland,8.8,6.0,18.4
2013-05-14,NorfolkIsland,10.8,5.0,20.3
2013-05-15,NorfolkIsland,0.2,7.0,20.1
2013-05-16,NorfolkIsland,0.2,6.0,20.8
2013-05-17,NorfolkIsland,3.6,8.0,18.2
2013-05-18,NorfolkIsland,18.2,4.0,20.7
2013-05-19,NorfolkIsland,0.8,5.0,20.1
2013-05-20,NorfolkIsland,3.2,4.0,19.5
2013-05-21,NorfolkIsland,3.0,3.0,19.7
2013-05-22,NorfolkIsland,6.0,6.0,19.3
2013-05-23,NorfolkIsland,1.0,7.0,18.6
2013-05-24,NorfolkIsland,0.8,8.0,20.2
2013-05-25,NorfolkIsland,20.8,8.0,17.4
2013-05-26,NorfolkIsland,11.0,5.0,19.2
2013-05-27,NorfolkIsland,4.8,3.0,18.9
2013-05-28,NorfolkIsland,0.2,2.0,17.9
2013-05-29,NorfolkIsland,0.4,4.0,17.7
2013-05-30,NorfolkIsland,0.4,7.0,17.2
2013-05-31,NorfolkIsland,1.8,5.0,17.4
2013-06-01,NorfolkIsland,0.0,1.0,17.9
2013-06-02,NorfolkIsland,0.0,1.0,18.6
2013-06-03,NorfolkIsland,0.0,8.0,18.7
2013-06-04,NorfolkIsland,13.4,7.0,14.9
2013-06-05,NorfolkIsland,5.4,5.0,17.5
2013-06-06,NorfolkIsland,1.2,6.0,17.9
2013-06-07,NorfolkIsland,0.4,7.0,17.4
2013-06-08,NorfolkIsland,0.0,7.0,17.2
2013-06-09,NorfolkIsland,0.0,8.0,17.2
2013-06-10,NorfolkIsland,0.4,3.0,17.5
2013-06-11,NorfolkIsland,0.0,6.0,16.4
2013-06-12,NorfolkIsland,0.0,1.0,18.3
2013-06-13,NorfolkIsland,0.8,4.0,18.4
2013-06-14,NorfolkIsland,0.0,7.0,19.4
2013-06-15,NorfolkIsland,0.0,7.0,19.6
2013-06-16,NorfolkIsland,50.6,2.0,19.9
2013-06-17,NorfolkIsland,1.6,7.0,18.7
2013-06-18,NorfolkIsland,0.6,7.0,18.7
2013-06-19,NorfolkIsland,5.0,4.0,19.1
2013-06-20,NorfolkIsland,0.0,3.0,16.7
2013-06-21,NorfolkIsland,0.6,7.0,16.3
2013-06-22,NorfolkIsland,0.0,6.0,16.4
2013-06-23,NorfolkIsland,1.4,7.0,15.3
2013-06-24,NorfolkIsland,1.0,2.0,16.6
2013-06-25,NorfolkIsland,0.0,8.0,17.2
2013-06-26,NorfolkIsland,43.8,6.0,18.2
2013-06-27,NorfolkIsland,21.0,4.0,17.4
2013-06-28,NorfolkIsland,0.8,5.0,17.0
2013-06-29,NorfolkIsland,0.4,1.0,16.8
2013-06-30,NorfolkIsland,0.0,2.0,18.1
2013-07-01,NorfolkIsland,0.2,5.0,18.7
2013-07-02,NorfolkIsland,0.0,8.0,19.0
2013-07-03,NorfolkIsland,111.0,6.0,19.3
2013-07-04,NorfolkIsland,0.4,7.0,17.0
2013-07-05,NorfolkIsland,0.4,7.0,16.7
2013-07-06,NorfolkIsland,0.0,1.0,19.1
2013-07-07,NorfolkIsland,0.0,7.0,18.0
2013-07-08,NorfolkIsland,5.8,2.0,18.0
2013-07-09,NorfolkIsland,0.2,1.0,16.7
2013-07-10,NorfolkIsland,1.6,3.0,16.0
2013-07-11,NorfolkIsland,0.0,5.0,15.2
2013-07-12,NorfolkIsland,0.0,3.0,14.7
2013-07-13,NorfolkIsland,5.2,1.0,15.5
2013-07-14,NorfolkIsland,2.6,1.0,16.0
2013-07-15,NorfolkIsland,0.6,5.0,15.3
2013-07-16,NorfolkIsland,0.6,7.0,15.0
2013-07-17,NorfolkIsland,1.2,7.0,16.4
2013-07-18,NorfolkIsland,0.2,7.0,16.7
2013-07-19,NorfolkIsland,2.0,3.0,18.5
2013-07-20,NorfolkIsland,0.0,5.0,18.6
2013-07-21,NorfolkIsland,0.0,1.0,18.6
2013-07-22,NorfolkIsland,0.0,7.0,18.0
2013-07-23,NorfolkIsland,0.0,6.0,17.0
2013-07-24,NorfolkIsland,0.0,8.0,15.8
2013-07-25,NorfolkIsland,5.4,6.0,16.8
2013-07-26,NorfolkIsland,0.8,5.0,16.7
